tier,pre_award,type,posted,deadline,title,agency_path,naics,psc,set_aside,solicitation_number,notice_id,ui_link,matched_queries
VESSEL,yes,Solicitation,2026-05-26,2026-06-15,20--TILE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,336611,2090,,N0010426RYA8E,ec1a8202305b42fb96ad5dc3cedf3758,https://sam.gov/workspace/contract/opp/ec1a8202305b42fb96ad5dc3cedf3758/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-26,2026-06-15,USCG ANT DETROIT (49424) FY26 INDUSTRIAL REPAIR,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 3(00040)",336611,J998,SBA,70Z04026QSBPL0010,4321fd9b59f14582b8a214734bcb32c8,https://sam.gov/workspace/contract/opp/4321fd9b59f14582b8a214734bcb32c8/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-26,2026-06-15,USCG ANT DETROIT (49424) FY26 U/W BODY REPAIR,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 3(00040)",336611,J998,SBA,70Z04026QSBPL001000001,195790ede35140d092cf664a33919796,https://sam.gov/workspace/contract/opp/195790ede35140d092cf664a33919796/view,naics_336611
VESSEL,yes,Presolicitation,2026-05-28,2026-06-15,LPD-18 NO.ONE FIRE PUMP MOTOR; REPLACE and NO.ONE FIRE PUMP SEA SUCTION VALVE (FM 1-V-001); REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926QNEWOFIREPUMP,11250174b2f54f2d8bdcc2bc30e023ee,https://sam.gov/workspace/contract/opp/11250174b2f54f2d8bdcc2bc30e023ee/view,naics_336611
VESSEL,yes,Solicitation,2026-05-28,2026-06-15,21-foot boat with outboard engine and trailer,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS SAT TEAM 3",336612,1940,,140FS326Q0070,e5288983bcc54b238a42328f78eb1e4b,https://sam.gov/workspace/contract/opp/e5288983bcc54b238a42328f78eb1e4b/view,naics_336612;psc_1940;title_boat
VESSEL,yes,Presolicitation,2026-05-29,2026-06-15,USS MUSTIN (DDG-89) FY26 6J1 SIA,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264926RA056,566bc6fbd2a349178fb1c404bed26c48,https://sam.gov/workspace/contract/opp/566bc6fbd2a349178fb1c404bed26c48/view,naics_336611
VESSEL,yes,Presolicitation,2026-05-31,2026-06-15,USS RUDHMORE (LSD-47) PORT ACCOMMODATION LADDER WINCH AND COMPONENT; REMOVE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6275826PRRU086,f1d846aa43a34aa49c7a38a08b182968,https://sam.gov/workspace/contract/opp/f1d846aa43a34aa49c7a38a08b182968/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-01,2026-06-15,USS NEW ORLEANS (LPD-18) EYE WASH ALARM SYSTEM; REPAIR,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6275826PRNW533,73f4db3ee5714d3090389de08d157172,https://sam.gov/workspace/contract/opp/73f4db3ee5714d3090389de08d157172/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-01,2026-06-15,USS NEW ORLEANS (LPD-18) DECK INSIDE COAMING FOR LPAC NO.ONE; PRESERVE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6275826PRNE502,72bb5e141b7c4c81a9c0495ce6a24c1d,https://sam.gov/workspace/contract/opp/72bb5e141b7c4c81a9c0495ce6a24c1d/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-01,2026-06-15,Dehumidification machine system (Ship/Marine),"TRANSPORTATION, DEPARTMENT OF.MARITIME ADMINISTRATION.MARITIME ADMINISTRATION",336611,2090,SBA,6933A226Q000012,50f43ef61efe4c809c61862397b59a07,https://sam.gov/workspace/contract/opp/50f43ef61efe4c809c61862397b59a07/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-02,2026-06-15,"20--CYLINDER,HYDRAULIC",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336611,20,SBA,SPE7M426T152C,fdf954cd891e41f29a85ce4610eb632f,https://sam.gov/workspace/contract/opp/fdf954cd891e41f29a85ce4610eb632f/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-02,2026-06-15,"56--LUMBER,NON-WOOD,TIM",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.TROOP SUPPORT CONSTRUCTION & EQUIPMENT.DLA TROOP SUPPORT,336611,56,SBA,SPE8E526T3114,c2a5299699724f49ad386274ae46e713,https://sam.gov/workspace/contract/opp/c2a5299699724f49ad386274ae46e713/view,naics_336611
VESSEL,yes,Solicitation,2026-06-03,2026-06-15,MCM-9 : INSULATION AND LAGGING ON VARIOUS SPACES; REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264926Q0348,c1a772476ac344ca940a3bd8e4f52ee6,https://sam.gov/workspace/contract/opp/c1a772476ac344ca940a3bd8e4f52ee6/view,naics_336611
VESSEL,yes,Solicitation,2026-06-03,2026-06-15,MCM-9 NO.1B SSDG EXCITER STATOR AND ROTOR; CLEAN AND REPAIR 1B SSDG RESILIENT MOUNT; REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264926Q0351,bf09b0659a5242a7b5e44559d475f58b,https://sam.gov/workspace/contract/opp/bf09b0659a5242a7b5e44559d475f58b/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-03,2026-06-15,USS PIONEER (MCM-9) STANDBY EMERGENCY DIESEL GENERATOR (SEDG) SERVICE; PROVIDE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N664926Q0347,a009a81d29dc47ecb2e088442b5a1453,https://sam.gov/workspace/contract/opp/a009a81d29dc47ecb2e088442b5a1453/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-03,2026-06-15,USS NEW ORLEANS(LPD-18)  MCP FOR BALLAST TANK (6-193-2-W); REPAIR,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0354,25809ce4ce6e4b35946d7b04c8800c9f,https://sam.gov/workspace/contract/opp/25809ce4ce6e4b35946d7b04c8800c9f/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-04,2026-06-15,20--AIR CONTROL PANEL,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336611,20,,SPE7M426T161Q,00af2959d9b74fdab759726e4d083426,https://sam.gov/workspace/contract/opp/00af2959d9b74fdab759726e4d083426/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-05,2026-06-15,REPAIR ROLLS-ROYCE PARTS,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 3(00040)",336611,2815,NONE,2126406B27DSCA042,ffda255f968a49828eb0b935d6b89a56,https://sam.gov/workspace/contract/opp/ffda255f968a49828eb0b935d6b89a56/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-08,2026-06-15,52000RFQ260025632-CGC Bear Water Deionization System Renewal,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 1(00080)",336611,J020,SBA,52000RFQ260025632,d02e829c64924b69aab89b70348e6f7e,https://sam.gov/workspace/contract/opp/d02e829c64924b69aab89b70348e6f7e/view,naics_336611
VESSEL,yes,Solicitation,2026-06-08,2026-06-15,3577 NASA Pegasus Drydock,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST PHILADELPHIA.W2SD ENDIST PHILADELPHIA,336611,J998,SBA,W912BU26BA016,5c8a8e666d374289bede108667e3774c,https://sam.gov/workspace/contract/opp/5c8a8e666d374289bede108667e3774c/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-08,2026-06-15,OEM Reverse Osmosis Unit,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 1(00080)",336611,2090,SBA,52000QR260025470,49f7b2d01dfa4c0f9396060228c59262,https://sam.gov/workspace/contract/opp/49f7b2d01dfa4c0f9396060228c59262/view,naics_336611
VESSEL,yes,Solicitation,2026-06-08,2026-06-15,FWS SE LOUISIANA REFUGES - TWIN VEE BOAT REQUIREME,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, IT SERVICES",336612,2040,,140F1S26Q0055,312c2bac1bed4899ad642bec6abc2062,https://sam.gov/workspace/contract/opp/312c2bac1bed4899ad642bec6abc2062/view,naics_336612;title_boat
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-09,2026-06-15,"58--HYDROPHONE,SONAR",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AV RICHMOND.DLA AVIATION,336611,58,SBA,SPE4A726Q0657,bb8455154143467dba2aeac7572e41a7,https://sam.gov/workspace/contract/opp/bb8455154143467dba2aeac7572e41a7/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-10,2026-06-15,FM200 AND GALLEY HOOD INSPECTION,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 1(00080)",336611,J020,SBA,52000QR260024660,91265def36bd42e7a8771e2c28d471a0,https://sam.gov/workspace/contract/opp/91265def36bd42e7a8771e2c28d471a0/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-11,2026-06-15,"NAF Pontoon Boats, Engines, and Trailers",DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE SPECIAL OPERATIONS COMMAND.FA4417 1 SOCONS,336612,2090,SBA,FA441726Q0119,64a48f537c0d4cccbba994cae866b75e,https://sam.gov/workspace/contract/opp/64a48f537c0d4cccbba994cae866b75e/view,naics_336612;title_boat
VESSEL,yes,Solicitation,2026-05-25,2026-06-16,USS RAFAEL PERALTA (DDG-115) FY26 SIA BUNDLE#3,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264926RA052,364bba0fec7f4aedb5c8c91788d3004c,https://sam.gov/workspace/contract/opp/364bba0fec7f4aedb5c8c91788d3004c/view,naics_336611
VESSEL,yes,Sources Sought,2026-05-26,2026-06-16,Request for Information: Medium-Range Bulk Fuel Tanker Vessels,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,1915,NONE,N00024-26-R-4160,85a62e9a3f4f4f54b0ade7aa855fcc89,https://sam.gov/workspace/contract/opp/85a62e9a3f4f4f54b0ade7aa855fcc89/view,naics_336611;title_vessel
VESSEL,yes,Sources Sought,2026-05-26,2026-06-16,WATERCRAFT INDUSTRIAL SUPPORT (WIS) DETACHMENT NORFOLK (DN) SOURCES SOUGHT,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC CARDEROCK,336612,J019,,N0016726Q0001_WATERCRAFT_INDUSTRIAL_SUPPORT_DETACHMENT_NORFOLK,1a690b991de84d2e8f21f0e733d7c0a1,https://sam.gov/workspace/contract/opp/1a690b991de84d2e8f21f0e733d7c0a1/view,naics_336612
VESSEL,yes,Solicitation,2026-05-28,2026-06-16,USS NEW ORLEANS (LPD-18) FIRE SEAL AND LOWER SEAL OF HHD BOTTOM PANEL; REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264926Q0332,1b33102cb26542be8586c1a49532ff61,https://sam.gov/workspace/contract/opp/1b33102cb26542be8586c1a49532ff61/view,naics_336611
VESSEL,yes,Solicitation,2026-06-01,2026-06-16,USS NEW ORLEANS(LPD-18) FUEL FILL PIPING FOR 6-93-2-F REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6275826PRNE204,584b7b73f1c3461a9ad35d5c700776bc,https://sam.gov/workspace/contract/opp/584b7b73f1c3461a9ad35d5c700776bc/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-03,2026-06-16,USCGC WAESCHE COOLING COIL AIR DUCT,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 2(00085)",336611,2090,SBA,70Z08526Q025268,fcf7d2841fe74e47922ed133fb3e513d,https://sam.gov/workspace/contract/opp/fcf7d2841fe74e47922ed133fb3e513d/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-03,2026-06-16,"USS PIONEER(MCM-9) LOAD TEST SUPPORT FOR NO. 1A, 1B AND NO. 2 SSDG; PROVIDE",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0349,d7d7792211e343ffafed4092da125a1f,https://sam.gov/workspace/contract/opp/d7d7792211e343ffafed4092da125a1f/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-03,2026-06-16,MCM-9 ANCHOR; REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0356,c678db1219034e97993802dd18549987,https://sam.gov/workspace/contract/opp/c678db1219034e97993802dd18549987/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-03,2026-06-16,USS PIONEER (MCM-9) C1-STERN CRANE LEVELING PAD; REPLACE C2-LEAK IN 2-107-0-E; REPAIR,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0352,750a904592264f65aa74e0c968abc33a,https://sam.gov/workspace/contract/opp/750a904592264f65aa74e0c968abc33a/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-04,2026-06-16,"MCM-9, FIREMAIN CORD FM-OR-1-72-4 REPAIR, FIREMAIN PIPING FOR FIRE PLUG 01-45-2 REPLACE, MHS RELIEF VALVE AND UNION FITTING REPLACE",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0357,00021ff1167b46eca8420ab7858114b8,https://sam.gov/workspace/contract/opp/00021ff1167b46eca8420ab7858114b8/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-09,2026-06-16,"Clean and Inspect, CHT System",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264926Q0359,3521f5941552466eaf7339b5f9c64b74,https://sam.gov/workspace/contract/opp/3521f5941552466eaf7339b5f9c64b74/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-10,2026-06-16,"20--ACCUMULATOR,PNEUMAT",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336611,20,,SPE7M426Q0715,d48b9b0c96a845a982bb16890cf20fd2,https://sam.gov/workspace/contract/opp/d48b9b0c96a845a982bb16890cf20fd2/view,naics_336611
VESSEL,yes,Special Notice,2026-06-11,2026-06-16,USCG WAESCHE SEWAGE PUMP UNIT,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 2(00085)",336611,2090,8AN,70Z08526Q025358,276735115397459eb3732f2a67e372c6,https://sam.gov/workspace/contract/opp/276735115397459eb3732f2a67e372c6/view,naics_336611
VESSEL,yes,Solicitation,2026-05-27,2026-06-17,Treadwell CAGE 81412 BOA Renewal,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,336612,3655,,N0010426RY050,94508ef958e6467ca413d9c9c20e0aeb,https://sam.gov/workspace/contract/opp/94508ef958e6467ca413d9c9c20e0aeb/view,naics_336612
VESSEL,yes,Presolicitation,2026-06-01,2026-06-17,LPD-18 JOINER BULKHEAD AND DOOR ON 1ST PLATFORM OF 6-24-0-L; REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0341,e82cfc0ef2e8474389da15848e33a70a,https://sam.gov/workspace/contract/opp/e82cfc0ef2e8474389da15848e33a70a/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-01,2026-06-17,LSD-47 FENDER STOWAGE AND STANCHION ASSEMBLY; REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0340,e36ec8e528ff44e9aa99a94d1fdcf8bb,https://sam.gov/workspace/contract/opp/e36ec8e528ff44e9aa99a94d1fdcf8bb/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-01,2026-06-17,LPD-18 PLUMBING WASTE DRAIN PIPING IN 7-25-01-E; REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0345,d1643834330242ddbc8dde555ea2823f,https://sam.gov/workspace/contract/opp/d1643834330242ddbc8dde555ea2823f/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-01,2026-06-17,LPD-18 LAN NIPR DROP BOX CABLE FOR CANES; INSPECT AND REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0342,c88176897084413d8d57fc8c80555262,https://sam.gov/workspace/contract/opp/c88176897084413d8d57fc8c80555262/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-01,2026-06-17,LPD-18 FLOW CONTROL VALVE BRACKET AND LATCH CABLE ASSEMBLY OF STBD SIDEPORT SHELL DOOR; ALIGN AND INSTALL,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0344,979adaa5fee84a9bb593794c4e413325,https://sam.gov/workspace/contract/opp/979adaa5fee84a9bb593794c4e413325/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-01,2026-06-17,"LPD-18 FIRE DAMAGE VALVE IN SD STR RM (5-18-2-A AND 6-18-2-K); INSPECT, REPAIR AND REPLACE",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0343,3566aab19b134b21b922b3cd3e46be12,https://sam.gov/workspace/contract/opp/3566aab19b134b21b922b3cd3e46be12/view,naics_336611
VESSEL,yes,Solicitation,2026-06-02,2026-06-17,N6449826Q5156 BIG BLUE ONLY,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,R425,,N6449826Q5156,4e803092218b4dbb800f6ae589af5e59,https://sam.gov/workspace/contract/opp/4e803092218b4dbb800f6ae589af5e59/view,naics_336611
VESSEL,yes,Sources Sought,2026-06-02,2026-06-17,Dock-Side (DS): CGC RESOLUTE DS FY27,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 1(00080)",336611,J998,,70Z08026SCGCRESOLUTEDS,30a90b5952b24af88544856adfdf14df,https://sam.gov/workspace/contract/opp/30a90b5952b24af88544856adfdf14df/view,naics_336611
VESSEL,yes,Solicitation,2026-06-03,2026-06-17,VOID (6-56-3-V); REPAIR / BALLAST TANK 6-56-1-W; REPAIR AND PRESERVE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6275826PRRU317,fa3192a3d247416fae6718b7d71313b8,https://sam.gov/workspace/contract/opp/fa3192a3d247416fae6718b7d71313b8/view,naics_336611
VESSEL,yes,Solicitation,2026-06-03,2026-06-17,USS PIONEER (MCM-9) TEMPORARY CHILL WATER UNIT; PROVIDE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0346,eda8f40647574f7ca8088a2a192ba095,https://sam.gov/workspace/contract/opp/eda8f40647574f7ca8088a2a192ba095/view,naics_336611
VESSEL,yes,Solicitation,2026-06-03,2026-06-17,"MCM-9, GATX EVAPORATOR TANK IN 2-23-0-Q; REPAIR AND PRESERVE COLLECTING HOLDING AND TRANSFER PIPING; CHEMICALLY CLEAN",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0350,bb70c1dc67394d04a4e4844d4de669a1,https://sam.gov/workspace/contract/opp/bb70c1dc67394d04a4e4844d4de669a1/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-03,2026-06-17,"84--LAPEL BUTTON,AWARD",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.TROOP SUPPORT CLOTHING & TEXTILE.DLA TROOP SUPPORT,336611,84,SBA,SPE1C126Q0302,7271825a54a64f88a2be6c14628bf4be,https://sam.gov/workspace/contract/opp/7271825a54a64f88a2be6c14628bf4be/view,naics_336611
VESSEL,yes,Solicitation,2026-06-07,2026-06-17,USNS JOHN LEWIS (T-AO 205) MID-TERM AVAILABILITY (MTA),DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264926RL006,25c7f275f2d647f48db5cf6974844e17,https://sam.gov/workspace/contract/opp/25c7f275f2d647f48db5cf6974844e17/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-12,2026-06-17,Procure Submarine Hydro-Pneumatic Fenders,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336612,2040,,N6264926QK002,371bace7316448be8488118416195795,https://sam.gov/workspace/contract/opp/371bace7316448be8488118416195795/view,naics_336612
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-03,2026-06-18,"28--DEFLECTOR,DIRT AND",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA LAND.DLA LAND COLUMBUS.DLA LAND AND MARITIME,336611,28,,SPE7LX26U8222,5b7c11aea18f4914ac2853e908d7ed81,https://sam.gov/workspace/contract/opp/5b7c11aea18f4914ac2853e908d7ed81/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-05,2026-06-18,USS PIONEER(MCM-9) ASW and MSW piping in MMR; hydrobalst,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0358,e5a460a204ae43c6b47b034d4cebe6d6,https://sam.gov/workspace/contract/opp/e5a460a204ae43c6b47b034d4cebe6d6/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-07,2026-06-18,"48--DISK,VALVE",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336611,48,,SPE7MC26T066H,0811d0eb7cbb404db721f11cf4b2a654,https://sam.gov/workspace/contract/opp/0811d0eb7cbb404db721f11cf4b2a654/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-10,2026-06-18,FEEDBACK UNIT,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 3(00040)",336611,5998,SBA,70Z04026Q50495B00,d8fc2b7127ac4caa87ce27392bc5ba94,https://sam.gov/workspace/contract/opp/d8fc2b7127ac4caa87ce27392bc5ba94/view,naics_336611
