parent,psc,desc,net,breadth,n_years,span,latest_end,idv
Frontier Electronic,7F20,IT AND TELECOM - IT MANAGEMENT,19618143.31,4,2,1,2024,0
Huntington Ingalls,J020,MAINT/REPAIR/REBUILD OF EQUIPM,19601158.0,1,1,0,2021,0
Viasat,7G22,IT AND TELECOM - NETWORK: SATE,19511806.0,1,1,0,2023,0
Caci Cms Information,R425,SUPPORT- PROFESSIONAL: ENGINEE,19448961.490000002,2,2,2,2019,0
Alabama Shipyard,J999,NON-NUCLEAR SHIP REPAIR (WEST),19447710.0,1,1,0,2021,0
Northrop Grumman,7025,INFORMATION TECHNOLOGY INPUT/O,19440863.87,1,1,0,2015,0
Digital Receiver,5895,MISCELLANEOUS COMMUNICATION EQ,19421799.8,11,4,3,2020,0
Aries International,D302,IT AND TELECOM- SYSTEMS DEVELO,19385548.99,1,1,0,2023,0
Cutlass Engineering,AC63,R&D- DEFENSE SYSTEM: ELECTRONI,19378155.78,1,1,0,2023,0
Lake Assault Boats,1940,SMALL CRAFT,19368052.380000003,10,6,6,2027,0
Peraton,AC31,NATIONAL DEFENSE R&D SERVICES;,19287338.0,1,1,0,2024,0
Sechan Electronics,5845,UNDERWATER SOUND EQUIPMENT,19277417.62,1,1,0,2027,0
Austal,J999,NON-NUCLEAR SHIP REPAIR (WEST),19233706.12,1,1,0,2026,0
RTX,L016,TECHNICAL REPRESENTATIVE- AIRC,19228127.48,1,1,0,2027,0
Lyon Shipyard,J998,NON-NUCLEAR SHIP REPAIR (EAST),19121620.75,1,1,0,2023,0
Applied,AC33,NATIONAL DEFENSE R&D SERVICES;,19021930.5,2,2,2,2026,0
Epsilon,D399,IT AND TELECOM- OTHER IT AND T,18931209.63,3,1,0,2024,0
Vigor Marine,1915,CARGO AND TANKER VESSELS,18900434.0,1,1,0,2018,0
Smartronix,7030,INFORMATION TECHNOLOGY SOFTWAR,18895664.91,2,1,0,2026,0
Boeing,4927,"ROCKET MAINTENANCE, REPAIR AND",18859711.76,1,1,0,2022,0
Ultra Electronics Ocean,J020,MAINT/REPAIR/REBUILD OF EQUIPM,18833689.27,1,1,0,2024,0
Jag Alaska,J999,NON-NUCLEAR SHIP REPAIR (WEST),18822977.0,1,1,0,2025,0
Drs Advanced Isr,5810,COMMUNICATIONS SECURITY EQUIPM,18791067.169999998,7,6,6,2025,0
Apogee Research,AC13,NATIONAL DEFENSE R&D SERVICES;,18781541.0,1,1,0,2026,0
Smartronix,D399,IT AND TELECOM- OTHER IT AND T,18773741.39,6,2,1,2021,0
The Charles Stark Draper Laboratory,1410,GUIDED MISSILES,18747827.21,12,4,3,2018,0
Sts Integration,D399,IT AND TELECOM- OTHER IT AND T,18601795.2,1,1,0,2016,0
Transphorm,AD92,R&D- DEFENSE OTHER: OTHER (APP,18504625.0,1,1,0,2022,0
Teledyne Instruments,5845,UNDERWATER SOUND EQUIPMENT,18479524.02,54,13,12,2028,0
Lockheed Martin,5963,ELECTRONIC MODULES,18452072.0,1,1,0,2016,0
Guam Industrial Services,J999,NON-NUCLEAR SHIP REPAIR (WEST),18411452.61,1,1,0,2025,0
Marine Boat Works,J999,NON-NUCLEAR SHIP REPAIR (WEST),18340136.85,1,1,0,2023,0
Corvid,AC25,NATIONAL DEFENSE R&D SVCS; ATO,18274079.95,5,5,4,2025,0
Kongsberg,5845,UNDERWATER SOUND EQUIPMENT,18272942.39,19,6,10,2026,0
The Curators Of The University Of Missouri,AC12,NATIONAL DEFENSE R&D SERVICES;,18138881.0,1,1,0,2026,0
Workskiff,1940,SMALL CRAFT,18114865.51,14,7,9,2024,0
Cdw Government,5895,MISCELLANEOUS COMMUNICATION EQ,18097764.39,15,3,2,2020,0
Sabre,DF10,IT AND TELECOM - IT MANAGEMENT,18059639.810000002,2,1,0,2026,0
Palumbo Shipyard Limited,J998,NON-NUCLEAR SHIP REPAIR (EAST),18007870.17,1,1,0,2023,0
University Of Memphis,AC12,NATIONAL DEFENSE R&D SERVICES;,17898080.0,1,1,0,2028,0
Synergy Partners,1940,SMALL CRAFT,17862720.0,1,1,0,2027,0
Arete Associates,AC13,NATIONAL DEFENSE R&D SERVICES;,17849620.64,2,2,1,2027,0
Adept Process Services,J019,MAINT/REPAIR/REBUILD OF EQUIPM,17807104.46,1,1,0,2020,0
Envisioneering,AC31,NATIONAL DEFENSE R&D SERVICES;,17777280.0,1,1,0,2027,0
Qivliq Commercial,D307,IT AND TELECOM- IT STRATEGY AN,17752915.64,1,1,0,2020,0
Huntington Ingalls,4470,NUCLEAR REACTORS,17751918.0,1,1,0,2018,0
University Of Washington,AC12,NATIONAL DEFENSE R&D SERVICES;,17745538.0,2,2,3,2028,0
Textron,1075,DEGAUSSING AND MINE SWEEPING E,17645674.0,1,1,0,2029,0
Propulsion Controls Engineering,J999,NON-NUCLEAR SHIP REPAIR (WEST),17625212.54,1,1,0,2023,0
Nautilus Defense,AC13,NATIONAL DEFENSE R&D SERVICES;,17601627.68,1,1,0,2027,0
Tim Price,5985,"ANTENNAS, WAVEGUIDES, AND RELA",17596994.299999997,3,2,3,2015,0
Honeywell International,3670,"SPECIALIZED SEMICONDUCTOR, MIC",17510504.58,1,1,0,2024,0
Marine Boat Works,J019,MAINT/REPAIR/REBUILD OF EQUIPM,17488439.99,1,1,0,2025,0
BAE Systems,7A20,IT AND TELECOM - APPLICATION D,17482197.42,10,6,6,2027,0
Rockwell Collins,H216,EQUIPMENT AND MATERIALS TESTIN,17470668.2,2,2,2,2026,0
Georgia Tech Applied Research,AD92,R&D- DEFENSE OTHER: OTHER (APP,17441037.0,1,1,0,2021,0
Thayermahan,AD92,R&D- DEFENSE OTHER: OTHER (APP,17440119.06,1,1,0,2024,0
Vigor Marine,M2CA,SHIP HUSBANDING SERVICES—MANAG,17377937.63,1,1,0,2026,0
General Dynamics,J020,MAINT/REPAIR/REBUILD OF EQUIPM,17321439.0,1,1,0,2014,0
General Dynamics,7010,INFORMATION TECHNOLOGY EQUIPME,17253116.0,6,3,2,2017,0
Dry Docks World Dubai Fzco,J998,NON-NUCLEAR SHIP REPAIR (EAST),17158689.0,1,1,0,2024,0
Rockwell Collins,4920,AIRCRAFT MAINTENANCE AND REPAI,17138872.55,2,2,1,2026,0
Accenture Federal Services,DA01,IT AND TELECOM - BUSINESS APPL,17003392.52,1,1,0,2026,0
Phase Sensitive Innovations,AC13,NATIONAL DEFENSE R&D SERVICES;,16999154.0,2,2,1,2028,0
Caci Federal,5895,MISCELLANEOUS COMMUNICATION EQ,16918164.54,1,1,0,2026,0
General Atomics,1550,UNMANNED AIRCRAFT,16909654.0,1,1,0,2026,0
The Keyw,AJ13,GENERAL SCIENCE & TECHNOLOGY R,16901601.61,1,1,0,2023,0
Serco,5985,"ANTENNAS, WAVEGUIDES, AND RELA",16869689.37,1,1,0,2018,0
Ge Energy Power Conversion,2090,MISCELLANEOUS SHIP AND MARINE ,16839166.3,3,3,12,2024,0
BAE Systems,1915,CARGO AND TANKER VESSELS,16834181.0,1,1,0,2017,0
Mza Associates,AC14,NATIONAL DEFENSE R&D SERVICES;,16722873.0,1,1,0,2025,0
Aries International,D399,IT AND TELECOM- OTHER IT AND T,16581097.24,1,1,0,2020,0
Northrop Grumman,J014,MAINT/REPAIR/REBUILD OF EQUIPM,16567371.5,6,5,4,2026,0
Lockheed Martin,8140,AMMUNITION AND NUCLEAR ORDNANC,16544482.0,1,1,0,2022,0
Domino Data Lab,DA01,IT AND TELECOM - BUSINESS APPL,16536422.33,1,1,0,2026,0
University Of California San Diego,AD92,R&D- DEFENSE OTHER: OTHER (APP,16478154.73,1,1,0,2025,0
The Johns Hopkins University Applied Physics Laboratory,AC24,NATIONAL DEFENSE R&D SERVICES;,16477876.0,2,2,2,2028,0
Metron,AD93,R&D- DEFENSE OTHER: OTHER (ADV,16410955.0,2,1,0,2026,0
Sierra Nevada,7G20,IT AND TELECOM - NETWORK: ANAL,16404741.72,3,2,1,2026,0
RTX,AC12,NATIONAL DEFENSE R&D SERVICES;,16382170.0,3,2,1,2026,0
Stauder Consulting,1230,"FIRE CONTROL SYSTEMS, COMPLETE",16381014.08,6,4,3,2018,0
Tcom L P,5841,"RADAR EQUIPMENT, AIRBORNE",16361035.319999998,13,5,4,2019,0
Service,AC63,R&D- DEFENSE SYSTEM: ELECTRONI,16323552.56,1,1,0,2023,0
BAE Systems,5985,"ANTENNAS, WAVEGUIDES, AND RELA",16320265.03,3,3,2,2025,0
Unistar Sparco Computers,5895,MISCELLANEOUS COMMUNICATION EQ,16304570.249999998,15,3,2,2022,0
Ewa Triad,5865,"ELECTRONIC COUNTERMEASURES, CO",16291701.739999998,2,1,0,2029,0
Sri International,AC13,NATIONAL DEFENSE R&D SERVICES;,16287530.0,2,2,2,2025,0
Rda,AC13,NATIONAL DEFENSE R&D SERVICES;,16230691.37,1,1,0,2029,0
Ram System Gmbh,1427,GUIDED MISSILE SUBSYSTEMS,16207083.04,1,1,0,2027,0
Carnegie Mellon University,AZ11,R&D- OTHER RESEARCH AND DEVELO,16164293.1,1,1,0,2022,0
University Of California San Diego,AC12,NATIONAL DEFENSE R&D SERVICES;,16162418.96,1,1,0,2027,0
Argon St,1905,COMBAT SHIPS AND LANDING VESSE,16121142.0,4,1,0,2019,0
Caes,5985,"ANTENNAS, WAVEGUIDES, AND RELA",16104750.0,1,1,0,2027,0
Peraton,AJ12,GENERAL SCIENCE AND TECHNOLOGY,16098753.59,1,1,0,2026,0
L3Harris,5996,AMPLIFIERS,16094584.92,3,2,1,2025,0
Applied Physical Sciences,AC13,NATIONAL DEFENSE R&D SERVICES;,16033049.04,1,1,0,2027,0
Seneca Telecommunications,5825,"RADIO NAVIGATION EQUIPMENT, EX",16029571.14,5,3,3,2023,0
Fuse Integration,AC15,NATIONAL DEFENSE R&D SVCS; DEP,16020309.91,1,1,0,2025,0
Northrop Grumman,J013,MAINT/REPAIR/REBUILD OF EQUIPM,15968552.02,1,1,0,2028,0
General Dynamics,5845,UNDERWATER SOUND EQUIPMENT,15960723.0,1,1,0,2027,0
Verus Research,AC33,NATIONAL DEFENSE R&D SERVICES;,15938404.0,1,1,0,2026,0
Saab,1940,SMALL CRAFT,15877254.0,1,1,0,2025,0
Cobham Exeter,5820,RADIO AND TELEVISION COMMUNICA,15873262.0,10,5,4,2022,0
Gnostech,7E20,IT and Telecom - End User: Hel,15838068.27,2,2,2,2026,0
Northrop Grumman,1940,SMALL CRAFT,15836692.0,2,2,5,2027,0
General Electric,AD92,R&D- DEFENSE OTHER: OTHER (APP,15824517.0,2,1,0,2023,0
Mercom,5820,RADIO AND TELEVISION COMMUNICA,15822297.089999996,30,4,3,2018,0
Bluewater Federal Solutions,D302,IT AND TELECOM- SYSTEMS DEVELO,15818318.46,1,1,0,2020,0
Noblis Msd,2090,MISCELLANEOUS SHIP AND MARINE ,15809241.78,1,1,0,2015,0
Msi Defence,5855,"NIGHT VISION EQUIPMENT, EMITTE",15785152.23,1,1,0,2026,0
Specpro Technical Services,D399,IT AND TELECOM- OTHER IT AND T,15761571.04,1,1,0,2015,0
BAE Systems,AD94,R&D- DEFENSE OTHER: OTHER (ENG,15726350.0,1,1,0,2022,0
Praescient Analytics,7030,INFORMATION TECHNOLOGY SOFTWAR,15701990.02,1,1,0,2019,0
Research,AD92,R&D- DEFENSE OTHER: OTHER (APP,15651423.0,2,2,1,2024,0
Hyliion,AC13,NATIONAL DEFENSE R&D SERVICES;,15640633.0,1,1,0,2027,0
Computer Associates,5865,"ELECTRONIC COUNTERMEASURES, CO",15615912.489999998,18,6,8,2020,0
Rockwell Automation,7030,INFORMATION TECHNOLOGY SOFTWAR,15594260.979999999,33,3,2,2022,0
Cutlass Engineering,AC33,NATIONAL DEFENSE R&D SERVICES;,15586273.1,1,1,0,2025,0
Lyme Computer,5895,MISCELLANEOUS COMMUNICATION EQ,15575062.030000001,16,4,7,2025,0
Honeywell International,6605,NAVIGATIONAL INSTRUMENTS,15569267.700000001,59,12,11,2027,0
BAE Systems,1925,SPECIAL SERVICE VESSELS,15558595.2,1,1,0,2010,0
Brz,D308,IT AND TELECOM- PROGRAMMING,15542223.6,2,2,5,2022,0
Forum,5820,RADIO AND TELEVISION COMMUNICA,15507980.34,5,4,3,2026,0
Hodges Transportation,AC13,NATIONAL DEFENSE R&D SERVICES;,15491388.52,1,1,0,2026,0
Advanced Scientific Concepts,6350,"MISCELLANEOUS ALARM, SIGNAL, A",15489280.52,1,1,0,2026,0
Lockheed Martin,1352,UNDERWATER MINE DISPOSAL INERT,15489078.9,1,1,0,2016,0
Acg,5820,RADIO AND TELEVISION COMMUNICA,15414753.260000002,11,4,7,2017,0
Open San Consulting L L C,D399,IT AND TELECOM- OTHER IT AND T,15401669.6,2,2,1,2021,0
Lockheed Martin,N012,INSTALLATION OF EQUIPMENT- FIR,15368855.23,1,1,0,2027,0
Ridgewood Partners,D302,IT AND TELECOM- SYSTEMS DEVELO,15331274.07,2,2,2,2019,0
The Columbia,R425,SUPPORT- PROFESSIONAL: ENGINEE,15279161.76,1,1,0,2018,0
Forethought,DB02,IT AND TELECOM - COMPUTE SUPPO,15254640.0,1,1,0,2026,0
Science Applications International,DB02,IT AND TELECOM - COMPUTE SUPPO,15244916.11,1,1,0,2024,0
Mantech Advanced International,D318,IT AND TELECOM- INTEGRATED HAR,15231406.42,1,1,0,2021,0
RTX,1315,"AMMUNITION, 75MM THROUGH 125MM",15225505.83,2,2,1,2019,0
University Of Delaware,AC12,NATIONAL DEFENSE R&D SERVICES;,15220636.0,2,2,2,2026,0
M2,5895,MISCELLANEOUS COMMUNICATION EQ,15158502.510000002,9,4,3,2020,0
Cask,D399,IT AND TELECOM- OTHER IT AND T,15132611.68,9,2,1,2020,0
The Columbia,DA01,IT AND TELECOM - BUSINESS APPL,15085745.48,1,1,0,2026,0
Cognetic,R425,SUPPORT- PROFESSIONAL: ENGINEE,15046897.35,2,2,4,2026,0
Boeing,1990,MISCELLANEOUS VESSELS,15002563.0,1,1,0,2013,0
Chickasaw Defense Logistics,6910,TRAINING AIDS,14921893.959999999,12,5,4,2026,0
Carahsoft,7A21,IT AND TELECOM - BUSINESS APPL,14899937.399999999,24,6,5,2026,0
Hnc Software,D302,IT AND TELECOM- SYSTEMS DEVELO,14891499.94,1,1,0,2013,0
Viasat,5895,MISCELLANEOUS COMMUNICATION EQ,14844806.35,6,4,10,2022,0
Moog,5840,"RADAR EQUIPMENT, EXCEPT AIRBOR",14826758.0,1,1,0,2015,0
Carahsoft,D319,IT AND TELECOM- ANNUAL SOFTWAR,14820440.8,17,6,6,2021,0
Environmental Research Institute,7A21,IT AND TELECOM - BUSINESS APPL,14784556.17,6,3,2,2030,0
Lintech Global,D301,IT AND TELECOM- FACILITY OPERA,14754309.02,2,2,5,2024,0
Boeing,1230,"FIRE CONTROL SYSTEMS, COMPLETE",14731537.86,1,1,0,2022,0
Energetics Center,AD92,R&D- DEFENSE OTHER: OTHER (APP,14721631.0,1,1,0,2025,0
August Schell Enterprises,7030,INFORMATION TECHNOLOGY SOFTWAR,14679838.370000001,16,3,2,2025,0
Boeing,1440,"LAUNCHERS, GUIDED MISSILE",14619714.0,1,1,0,2016,0
Signal,AC63,R&D- DEFENSE SYSTEM: ELECTRONI,14618295.74,1,1,0,2025,0
Platform,AC13,NATIONAL DEFENSE R&D SERVICES;,14616365.0,1,1,0,2027,0
Sealing,7E20,IT and Telecom - End User: Hel,14601173.1,1,1,0,2024,0
Delphinus Engineering,5845,UNDERWATER SOUND EQUIPMENT,14549938.0,1,1,0,2030,0
S2,AD93,R&D- DEFENSE OTHER: OTHER (ADV,14503679.0,1,1,0,2024,0
Torch Research,DA01,IT AND TELECOM - BUSINESS APPL,14501989.94,1,1,0,2026,0
Assurance,AR13,SPACE R&D SERVICES; SPACE FLIG,14486542.08,1,1,0,2026,0
Nova Research,AJ13,GENERAL SCIENCE & TECHNOLOGY R,14465421.72,1,1,0,2026,0
Southwest Research Institute,AC13,NATIONAL DEFENSE R&D SERVICES;,14441050.0,1,1,0,2027,0
Textron,5895,MISCELLANEOUS COMMUNICATION EQ,14405844.74,6,4,3,2014,0
Rite Solutions,DA01,IT AND TELECOM - BUSINESS APPL,14325597.14,2,2,1,2027,0
Tessada Associates,D399,IT AND TELECOM- OTHER IT AND T,14302573.0,1,1,0,2015,0
Aeg,5820,RADIO AND TELEVISION COMMUNICA,14273966.609999998,14,7,6,2026,0
Stauder Consulting,7H20,IT AND TELECOM - PLATFORM PROD,14253922.41,9,4,3,2026,0
Strategic Advanced Communications,5895,MISCELLANEOUS COMMUNICATION EQ,14236896.9,10,4,4,2019,0
Sechan Electronics,3590,MISCELLANEOUS SERVICE AND TRAD,14175666.0,1,1,0,2019,0
Sri International,AC32,NATIONAL DEFENSE R&D SERVICES;,14153487.0,1,1,0,2026,0
Science Applications International,AJ32,R&D- GENERAL SCIENCE/TECHNOLOG,14003908.71,1,1,0,2025,0
Verizon Federal,D399,IT AND TELECOM- OTHER IT AND T,13973006.059999997,14,6,5,2021,0
Nakupuna Solutions,DA01,IT AND TELECOM - BUSINESS APPL,13947732.209999999,2,1,0,2026,0
Boeing,6020,FIBER OPTIC CABLE ASSEMBLIES A,13925139.34,1,1,0,2021,0
The Charles Stark Draper Laboratory,AC13,NATIONAL DEFENSE R&D SERVICES;,13889018.719999999,2,2,3,2029,0
University Of Maine System,AD93,R&D- DEFENSE OTHER: OTHER (ADV,13876867.0,1,1,0,2022,0
Northrop Grumman,1230,"FIRE CONTROL SYSTEMS, COMPLETE",13855100.33,1,1,0,2016,0
Electronic Marine,2090,MISCELLANEOUS SHIP AND MARINE ,13773975.98,1,1,0,2015,0
Solute,7A21,IT AND TELECOM - BUSINESS APPL,13728343.99,2,2,1,2026,0
Assurance,AC12,NATIONAL DEFENSE R&D SERVICES;,13688762.97,1,1,0,2026,0
Alaire,AJ13,GENERAL SCIENCE & TECHNOLOGY R,13678342.38,1,1,0,2026,0
Vigor Kvichak,1940,SMALL CRAFT,13677881.610000001,11,8,7,2021,0
Intelsat General Communications,AC32,NATIONAL DEFENSE R&D SERVICES;,13619218.03,1,1,0,2026,0
Marine Restaurant Fabricators,2090,MISCELLANEOUS SHIP AND MARINE ,13593843.75,85,13,12,2026,0
Metrostar,D325,IT AND TELECOM- DATA CENTERS A,13548329.91,1,1,0,2017,0
Forethought,D307,IT AND TELECOM- IT STRATEGY AN,13517780.0,1,1,0,2023,0
Programs Management Analytics,AC13,NATIONAL DEFENSE R&D SERVICES;,13516930.5,1,1,0,2029,0
The Columbia,D318,IT AND TELECOM- INTEGRATED HAR,13516556.74,1,1,0,2023,0
Deloitte Consulting,D302,IT AND TELECOM- SYSTEMS DEVELO,13508572.76,3,3,5,2020,0
Rockwell Collins,AC13,NATIONAL DEFENSE R&D SERVICES;,13495543.81,1,1,0,2027,0
Navmar Applied Sciences,AC13,NATIONAL DEFENSE R&D SERVICES;,13463734.07,2,2,2,2026,0
Lithion Battery,1905,COMBAT SHIPS AND LANDING VESSE,13434489.99,1,1,0,2025,0
RTX,7030,INFORMATION TECHNOLOGY SOFTWAR,13334267.65,4,3,3,2021,0
Bowhead Business And Solutions,6910,TRAINING AIDS,13297880.25,10,5,4,2023,0
Inforeliance,D310,IT AND TELECOM- CYBER SECURITY,13228252.46,1,1,0,2019,0
California Institute Of,AC13,NATIONAL DEFENSE R&D SERVICES;,13171871.0,1,1,0,2026,0
Broadleaf,D307,IT AND TELECOM- IT STRATEGY AN,13025599.07,2,1,0,2022,0
Deloitte Consulting,7030,INFORMATION TECHNOLOGY SOFTWAR,13008715.25,2,2,2,2021,0
Pareto Frontier,AC13,NATIONAL DEFENSE R&D SERVICES;,12990000.0,1,1,0,2026,0
4 Star,5895,MISCELLANEOUS COMMUNICATION EQ,12928225.079999998,5,3,2,2020,0
L3Harris,J016,MAINT/REPAIR/REBUILD OF EQUIPM,12901427.37,1,1,0,2026,0
Atlantic Diving Supply,5820,RADIO AND TELEVISION COMMUNICA,12816348.509999998,20,3,2,2017,0
Mission Davenport,1680,MISCELLANEOUS AIRCRAFT ACCESSO,12792647.690000007,32,5,4,2025,0
Fincantieri,2090,MISCELLANEOUS SHIP AND MARINE ,12790110.600000001,28,5,5,2025,0
Expedition,AD92,R&D- DEFENSE OTHER: OTHER (APP,12768633.81,1,1,0,2023,0
Cgi Federal,7010,INFORMATION TECHNOLOGY EQUIPME,12750676.059999999,3,1,0,2016,0
The Charles Stark Draper Laboratory,AD93,R&D- DEFENSE OTHER: OTHER (ADV,12715518.379999999,2,2,2,2023,0
Jeppesen Foreflight,7A20,IT AND TELECOM - APPLICATION D,12701790.59,6,5,4,2026,0
Mindstar Global Solutions,AC13,NATIONAL DEFENSE R&D SERVICES;,12699329.33,1,1,0,2027,0
Naval,DA01,IT AND TELECOM - BUSINESS APPL,12664041.879999999,2,2,3,2026,0
Valkyrie Enterprises,D302,IT AND TELECOM- SYSTEMS DEVELO,12655724.510000002,4,2,3,2022,0
Nag,2090,MISCELLANEOUS SHIP AND MARINE ,12655377.220000003,27,7,6,2024,0
Sotera Defense Solutions,AJ42,R&D- GENERAL SCIENCE/TECHNOLOG,12590136.84,1,1,0,2021,0
J F Taylor,AC15,NATIONAL DEFENSE R&D SVCS; DEP,12585781.53,1,1,0,2024,0
The Mathworks,DA10,IT AND TELECOM - BUSINESS APPL,12582790.84,5,4,3,2025,0
Thoma Sea Marine Constructors L L C,1940,SMALL CRAFT,12578793.0,1,1,0,2020,0
Deloitte Consulting,D318,IT AND TELECOM- INTEGRATED HAR,12536063.6,2,2,1,2015,0
Duchancell Engineering Consulting,DA01,IT AND TELECOM - BUSINESS APPL,12503803.71,1,1,0,2027,0
The Coleman,DA01,IT AND TELECOM - BUSINESS APPL,12500398.16,1,1,0,2026,0
Everfox,7030,INFORMATION TECHNOLOGY SOFTWAR,12485279.42,6,3,4,2024,0
Alutiiq Information Management,D399,IT AND TELECOM- OTHER IT AND T,12454298.36,6,3,3,2021,0
Boeing,J070,MAINT/REPAIR/REBUILD OF EQUIPM,12441467.0,2,2,2,2022,0
Service,AC22,NATIONAL DEFENSE R&D SERVICES;,12440562.0,1,1,0,2025,0
Curtiss Wright Ds,5895,MISCELLANEOUS COMMUNICATION EQ,12438795.32,3,3,2,2024,0
Bvi,1940,SMALL CRAFT,12400000.0,1,1,0,2022,0
Igov,5810,COMMUNICATIONS SECURITY EQUIPM,12376556.0,1,1,0,2021,0
The Mathworks,7030,INFORMATION TECHNOLOGY SOFTWAR,12359022.280000001,16,6,5,2022,0
L3Harris,5805,TELEPHONE AND TELEGRAPH EQUIPM,12329369.0,1,1,0,2021,0
Criterion L L C,D399,IT AND TELECOM- OTHER IT AND T,12294441.59,1,1,0,2023,0
Woods Hole Oceanographic Institution,AD93,R&D- DEFENSE OTHER: OTHER (ADV,12284607.0,1,1,0,2025,0
Peregrine Technical Solutions,7A20,IT AND TELECOM - APPLICATION D,12282355.54,1,1,0,2026,0
Marshall Communications,5895,MISCELLANEOUS COMMUNICATION EQ,12236525.110000001,12,4,5,2021,0
RTX,1336,GUIDED MISSILE WARHEADS AND EX,12231864.23,1,1,0,2012,0
Blue Tech,5895,MISCELLANEOUS COMMUNICATION EQ,12213151.75,7,3,2,2020,0
Southwest Research Institute,5821,RADIO AND TELEVISION COMMUNICA,12192059.17,1,1,0,2018,0
Astronics Test,5998,ELECTRICAL AND ELECTRONIC ASSE,12176808.25,3,3,3,2019,0
Frequentis Defense,5895,MISCELLANEOUS COMMUNICATION EQ,12147282.62,1,1,0,2022,0
Cgi Federal,D307,IT AND TELECOM- IT STRATEGY AN,12102513.139999999,6,3,2,2016,0
Countertrade Products,5895,MISCELLANEOUS COMMUNICATION EQ,12079989.590000002,10,4,3,2021,0
Steve B Hawkins,D399,IT AND TELECOM- OTHER IT AND T,12078394.41,2,1,0,2018,0
Jeppesen Foreflight,7030,INFORMATION TECHNOLOGY SOFTWAR,12076462.870000001,7,5,4,2022,0
Mission Solutions,D399,IT AND TELECOM- OTHER IT AND T,12051312.73,1,1,0,2021,0
Aerovironment,1550,UNMANNED AIRCRAFT,12028587.99,6,3,2,2023,0
Boeing,J059,MAINT/REPAIR/REBUILD OF EQUIPM,12028579.0,1,1,0,2016,0
International Business Machines,AD91,R&D- DEFENSE OTHER: OTHER (BAS,12000000.0,1,1,0,2024,0
Galois,AC32,NATIONAL DEFENSE R&D SERVICES;,11998829.0,1,1,0,2026,0
Sri International,D316,IT AND TELECOM- TELECOMMUNICAT,11985826.2,1,1,0,2018,0
RTX,AC24,NATIONAL DEFENSE R&D SERVICES;,11968814.27,1,1,0,2018,0
Johnson Controls Security Solutions,6350,"MISCELLANEOUS ALARM, SIGNAL, A",11957899.35,1,1,0,2017,0
Georgia Tech Applied Research,AC33,NATIONAL DEFENSE R&D SERVICES;,11931111.0,1,1,0,2024,0
Northrop Grumman,AC92,R&D- DEFENSE SYSTEM: MISCELLAN,11892033.0,1,1,0,2025,0
Honeywell International,R408,SUPPORT- PROFESSIONAL: PROGRAM,11888596.1,1,1,0,2023,0
Viasat,5811,OTHER CRYPTOLOGIC EQUIPMENT AN,11806629.03,1,1,0,2027,0
U S Information,D307,IT AND TELECOM- IT STRATEGY AN,11804968.09,1,1,0,2018,0
Cambridge International,R499,SUPPORT- PROFESSIONAL: OTHER,11799214.68,1,1,0,2021,0
R M Solutions,AD22,R&D- DEFENSE OTHER: SERVICES (,11749526.0,1,1,0,2022,0
Salient Crgt,5810,COMMUNICATIONS SECURITY EQUIPM,11746450.85,1,1,0,2027,0
Taylor Tekla Test Partner Organization,R425,SUPPORT- PROFESSIONAL: ENGINEE,11719131.41,2,1,0,2026,0
General Electric,AC14,NATIONAL DEFENSE R&D SERVICES;,11660580.0,1,1,0,2022,0
Elbit,6650,"OPTICAL INSTRUMENTS, TEST EQUI",11658488.98,1,1,0,2019,0
Leidos,AC12,NATIONAL DEFENSE R&D SERVICES;,11588501.58,1,1,0,2027,0
Forward Slope,D302,IT AND TELECOM- SYSTEMS DEVELO,11570278.38,7,4,3,2023,0
Igov,5820,RADIO AND TELEVISION COMMUNICA,11538111.0,1,1,0,2021,0
Videoray,1386,UNDERWATER USE EXPLOSIVE ORDNA,11515328.48,1,1,0,2024,0
Larsen And Toubro Limited,1940,SMALL CRAFT,11500000.0,1,1,0,2020,0
Innovatus Consulting,DA01,IT AND TELECOM - BUSINESS APPL,11406948.25,1,1,0,2025,0
Comtech Satellite Network,7G20,IT AND TELECOM - NETWORK: ANAL,11391374.1,1,1,0,2022,0
Windlift,AJ13,GENERAL SCIENCE & TECHNOLOGY R,11386280.57,1,1,0,2025,0
Sri International,AD92,R&D- DEFENSE OTHER: OTHER (APP,11383593.0,2,2,1,2025,0
Anduril,AC13,NATIONAL DEFENSE R&D SERVICES;,11361041.02,1,1,0,2024,0
Ultra Electronics Advanced Tactical,N059,INSTALLATION OF EQUIPMENT- ELE,11351410.22,1,1,0,2024,0
Viasat,AC31,NATIONAL DEFENSE R&D SERVICES;,11276645.0,1,1,0,2025,0
Orbital Sciences,1410,GUIDED MISSILES,11270202.25,6,5,8,2025,0
Arete Associates,AC63,R&D- DEFENSE SYSTEM: ELECTRONI,11259656.0,1,1,0,2021,0
Applied Research Associates,AC13,NATIONAL DEFENSE R&D SERVICES;,11249995.0,2,2,1,2026,0
Scientific Research,7030,INFORMATION TECHNOLOGY SOFTWAR,11226173.459999999,5,2,1,2020,0
Northrop Grumman,7030,INFORMATION TECHNOLOGY SOFTWAR,11218853.24,4,3,5,2019,0
Nisga A Tek,R499,SUPPORT- PROFESSIONAL: OTHER,11216558.4,1,1,0,2025,0
W R,D399,IT AND TELECOM- OTHER IT AND T,11208664.13,1,1,0,2014,0
