uei,naics6,naics_desc,is_primary
QF82VVEDYFC3,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
D1L2HV3GLLY3,423510,Metal Service Centers and Other Metal Merchant Wholesalers,Y
ZMYGRJX1M1J3,236220,Commercial and Institutional Building Construction,Y
PM3QRNLPA8K5,236210,Industrial Building Construction,
PM3QRNLPA8K5,238190,"Other Foundation, Structure, and Building Exterior Contractors",
PM3QRNLPA8K5,238210,Electrical Contractors and Other Wiring Installation Contractors,
PM3QRNLPA8K5,238220,"Plumbing, Heating, and Air-Conditioning Contractors",
PM3QRNLPA8K5,238390,Other Building Finishing Contractors,
PM3QRNLPA8K5,332710,Machine Shops,
PM3QRNLPA8K5,332996,Fabricated Pipe and Pipe Fitting Manufacturing,
PM3QRNLPA8K5,336611,Ship Building and Repairing,Y
PM3QRNLPA8K5,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
DR3FAZLZ8624,336611,Ship Building and Repairing,
DR3FAZLZ8624,488320,Marine Cargo Handling,
DR3FAZLZ8624,541219,Other Accounting Services,
DR3FAZLZ8624,541330,Engineering Services,
DR3FAZLZ8624,541612,Human Resources Consulting Services,
DR3FAZLZ8624,561110,Office Administrative Services,
DR3FAZLZ8624,561311,Employment Placement Agencies,Y
DR3FAZLZ8624,561312,Executive Search Services,
DR3FAZLZ8624,561320,Temporary Help Services,
KWHXKLAL87T5,332710,Machine Shops,
KWHXKLAL87T5,333515,Cutting Tool and Machine Tool Accessory Manufacturing,
KWHXKLAL87T5,336611,Ship Building and Repairing,Y
KWHXKLAL87T5,541330,Engineering Services,
KWHXKLAL87T5,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
N6JZARL64EW5,332993,Ammunition (except Small Arms) Manufacturing,
N6JZARL64EW5,541219,Other Accounting Services,
N6JZARL64EW5,541330,Engineering Services,
N6JZARL64EW5,541511,Custom Computer Programming Services,
N6JZARL64EW5,541512,Computer Systems Design Services,
N6JZARL64EW5,541513,Computer Facilities Management Services,
N6JZARL64EW5,541519,Other Computer Related Services,
N6JZARL64EW5,541611,Administrative Management and General Management Consulting Services,Y
N6JZARL64EW5,541612,Human Resources Consulting Services,
N6JZARL64EW5,541614,"Process, Physical Distribution, and Logistics Consulting Services",
N6JZARL64EW5,541618,Other Management Consulting Services,
N6JZARL64EW5,541620,Environmental Consulting Services,
N6JZARL64EW5,541690,Other Scientific and Technical Consulting Services,
N6JZARL64EW5,541714,Research and Development in Biotechnology (except Nanobiotechnology),
N6JZARL64EW5,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
N6JZARL64EW5,541720,Research and Development in the Social Sciences and Humanities,
N6JZARL64EW5,541910,Marketing Research and Public Opinion Polling,
N6JZARL64EW5,541990,"All Other Professional, Scientific, and Technical Services",
N6JZARL64EW5,611420,Computer Training,
N6JZARL64EW5,611430,Professional and Management Development Training,
N6JZARL64EW5,611710,Educational Support Services,
QLTXH525A671,237310,"Highway, Street, and Bridge Construction",
QLTXH525A671,238120,Structural Steel and Precast Concrete Contractors,
QLTXH525A671,238910,Site Preparation Contractors,
QLTXH525A671,336611,Ship Building and Repairing,
QLTXH525A671,423830,Industrial Machinery and Equipment Merchant Wholesalers,
QLTXH525A671,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",
QLTXH525A671,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Y
D3QEMKB2X4N5,332911,Industrial Valve Manufacturing,
D3QEMKB2X4N5,332912,Fluid Power Valve and Hose Fitting Manufacturing,Y
D3QEMKB2X4N5,333912,Air and Gas Compressor Manufacturing,
QEP4TKLKQDV3,332322,Sheet Metal Work Manufacturing,
QEP4TKLKQDV3,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
QEP4TKLKQDV3,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",
QEP4TKLKQDV3,334417,Electronic Connector Manufacturing,
QEP4TKLKQDV3,334419,Other Electronic Component Manufacturing,Y
QEP4TKLKQDV3,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
QEP4TKLKQDV3,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
QEP4TKLKQDV3,335313,Switchgear and Switchboard Apparatus Manufacturing,
QEP4TKLKQDV3,335931,Current-Carrying Wiring Device Manufacturing,
QEP4TKLKQDV3,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,
QEP4TKLKQDV3,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
N16ET1YJ6QZ3,332911,Industrial Valve Manufacturing,Y
UE9QJD4KK1L6,236220,Commercial and Institutional Building Construction,
UE9QJD4KK1L6,332311,Prefabricated Metal Building and Component Manufacturing,
UE9QJD4KK1L6,334111,Electronic Computer Manufacturing,
UE9QJD4KK1L6,334112,Computer Storage Device Manufacturing,
UE9QJD4KK1L6,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,
UE9QJD4KK1L6,334290,Other Communications Equipment Manufacturing,
UE9QJD4KK1L6,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
UE9QJD4KK1L6,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",
UE9QJD4KK1L6,334516,Analytical Laboratory Instrument Manufacturing,
UE9QJD4KK1L6,334517,Irradiation Apparatus Manufacturing,
UE9QJD4KK1L6,334519,Other Measuring and Controlling Device Manufacturing,
UE9QJD4KK1L6,336411,Aircraft Manufacturing,
UE9QJD4KK1L6,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
UE9QJD4KK1L6,481211,Nonscheduled Chartered Passenger Air Transportation,
UE9QJD4KK1L6,488190,Other Support Activities for Air Transportation,
UE9QJD4KK1L6,488999,All Other Support Activities for Transportation,
UE9QJD4KK1L6,493110,General Warehousing and Storage,
UE9QJD4KK1L6,512110,Motion Picture and Video Production,
UE9QJD4KK1L6,517121,Telecommunications Resellers,
UE9QJD4KK1L6,541330,Engineering Services,
UE9QJD4KK1L6,541360,Geophysical Surveying and Mapping Services,
UE9QJD4KK1L6,541370,Surveying and Mapping (except Geophysical) Services,
UE9QJD4KK1L6,541380,Testing Laboratories and Services,
UE9QJD4KK1L6,541420,Industrial Design Services,
UE9QJD4KK1L6,541430,Graphic Design Services,
UE9QJD4KK1L6,541511,Custom Computer Programming Services,
UE9QJD4KK1L6,541512,Computer Systems Design Services,
UE9QJD4KK1L6,541513,Computer Facilities Management Services,
UE9QJD4KK1L6,541519,Other Computer Related Services,
UE9QJD4KK1L6,541611,Administrative Management and General Management Consulting Services,
UE9QJD4KK1L6,541613,Marketing Consulting Services,
UE9QJD4KK1L6,541614,"Process, Physical Distribution, and Logistics Consulting Services",
UE9QJD4KK1L6,541618,Other Management Consulting Services,
UE9QJD4KK1L6,541620,Environmental Consulting Services,
UE9QJD4KK1L6,541690,Other Scientific and Technical Consulting Services,
UE9QJD4KK1L6,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",Y
UE9QJD4KK1L6,541720,Research and Development in the Social Sciences and Humanities,
UE9QJD4KK1L6,541810,Advertising Agencies,
UE9QJD4KK1L6,541820,Public Relations Agencies,
UE9QJD4KK1L6,541850,Indoor and Outdoor Display Advertising,
UE9QJD4KK1L6,541910,Marketing Research and Public Opinion Polling,
UE9QJD4KK1L6,541922,Commercial Photography,
UE9QJD4KK1L6,541930,Translation and Interpretation Services,
UE9QJD4KK1L6,541990,"All Other Professional, Scientific, and Technical Services",
UE9QJD4KK1L6,561210,Facilities Support Services,
UE9QJD4KK1L6,561422,Telemarketing Bureaus and Other Contact Centers,
UE9QJD4KK1L6,561621,Security Systems Services (except Locksmiths),
UE9QJD4KK1L6,561920,Convention and Trade Show Organizers,
UE9QJD4KK1L6,561990,All Other Support Services,
UE9QJD4KK1L6,562112,Hazardous Waste Collection,
UE9QJD4KK1L6,562211,Hazardous Waste Treatment and Disposal,
UE9QJD4KK1L6,562910,Remediation Services,
UE9QJD4KK1L6,611420,Computer Training,
UE9QJD4KK1L6,611430,Professional and Management Development Training,
UE9QJD4KK1L6,611519,Other Technical and Trade Schools,
UE9QJD4KK1L6,611630,Language Schools,
UE9QJD4KK1L6,611699,All Other Miscellaneous Schools and Instruction,
UE9QJD4KK1L6,611710,Educational Support Services,
UE9QJD4KK1L6,621330,Offices of Mental Health Practitioners (except Physicians),
UE9QJD4KK1L6,624110,Child and Youth Services,
UE9QJD4KK1L6,624190,Other Individual and Family Services,
UE9QJD4KK1L6,624221,Temporary Shelters,
UE9QJD4KK1L6,624310,Vocational Rehabilitation Services,
UE9QJD4KK1L6,811111,General Automotive Repair,
UE9QJD4KK1L6,811210,Electronic and Precision Equipment Repair and Maintenance,
UE9QJD4KK1L6,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
U5DDDFM4LJS3,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Y
GYMLL74UL5Q8,326220,Rubber and Plastics Hoses and Belting Manufacturing,
GYMLL74UL5Q8,332912,Fluid Power Valve and Hose Fitting Manufacturing,Y
NXGLEN3CK1N6,332322,Sheet Metal Work Manufacturing,
NXGLEN3CK1N6,334111,Electronic Computer Manufacturing,
NXGLEN3CK1N6,334412,Bare Printed Circuit Board Manufacturing,
NXGLEN3CK1N6,334417,Electronic Connector Manufacturing,
NXGLEN3CK1N6,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,Y
NXGLEN3CK1N6,334419,Other Electronic Component Manufacturing,
NXGLEN3CK1N6,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,
NXGLEN3CK1N6,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
NXGLEN3CK1N6,334519,Other Measuring and Controlling Device Manufacturing,
NXGLEN3CK1N6,336414,Guided Missile and Space Vehicle Manufacturing,
NXGLEN3CK1N6,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,
NXGLEN3CK1N6,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,
NXGLEN3CK1N6,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
NXGLEN3CK1N6,541330,Engineering Services,
NXGLEN3CK1N6,541519,Other Computer Related Services,
GFBTEVXB65X7,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",
GFBTEVXB65X7,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,Y
M553NMG2GTR6,333618,Other Engine Equipment Manufacturing,
M553NMG2GTR6,334290,Other Communications Equipment Manufacturing,
M553NMG2GTR6,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,
M553NMG2GTR6,334419,Other Electronic Component Manufacturing,
M553NMG2GTR6,335921,Fiber Optic Cable Manufacturing,
M553NMG2GTR6,335929,Other Communication and Energy Wire Manufacturing,
M553NMG2GTR6,335931,Current-Carrying Wiring Device Manufacturing,Y
M553NMG2GTR6,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
M553NMG2GTR6,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,
M553NMG2GTR6,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
KYFUJ83L3UY9,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",Y
FFL2MLNT4FN1,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,
FFL2MLNT4FN1,333912,Air and Gas Compressor Manufacturing,Y
UJD2HEK94GH8,236220,Commercial and Institutional Building Construction,
UJD2HEK94GH8,238190,"Other Foundation, Structure, and Building Exterior Contractors",
UJD2HEK94GH8,238990,All Other Specialty Trade Contractors,
UJD2HEK94GH8,332311,Prefabricated Metal Building and Component Manufacturing,
UJD2HEK94GH8,332312,Fabricated Structural Metal Manufacturing,
UJD2HEK94GH8,332919,Other Metal Valve and Pipe Fitting Manufacturing,
UJD2HEK94GH8,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
UJD2HEK94GH8,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
UJD2HEK94GH8,339999,All Other Miscellaneous Manufacturing,Y
UJD2HEK94GH8,541330,Engineering Services,
UJD2HEK94GH8,541350,Building Inspection Services,
UJD2HEK94GH8,541420,Industrial Design Services,
UJD2HEK94GH8,541511,Custom Computer Programming Services,
UJD2HEK94GH8,541990,"All Other Professional, Scientific, and Technical Services",
UJD2HEK94GH8,561210,Facilities Support Services,
UJD2HEK94GH8,561790,Other Services to Buildings and Dwellings,
UJD2HEK94GH8,561990,All Other Support Services,
UJD2HEK94GH8,611519,Other Technical and Trade Schools,
UJD2HEK94GH8,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
EDJPMQN1HSJ1,333912,Air and Gas Compressor Manufacturing,
EDJPMQN1HSJ1,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
EDJPMQN1HSJ1,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",
EDJPMQN1HSJ1,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
EDJPMQN1HSJ1,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,
EDJPMQN1HSJ1,334519,Other Measuring and Controlling Device Manufacturing,
EDJPMQN1HSJ1,335314,Relay and Industrial Control Manufacturing,
EDJPMQN1HSJ1,339112,Surgical and Medical Instrument Manufacturing,
EDJPMQN1HSJ1,339113,Surgical Appliance and Supplies Manufacturing,Y
EDJPMQN1HSJ1,339920,Sporting and Athletic Goods Manufacturing,
EDJPMQN1HSJ1,339999,All Other Miscellaneous Manufacturing,
EDJPMQN1HSJ1,423490,Other Professional Equipment and Supplies Merchant Wholesalers,
EDJPMQN1HSJ1,423690,Other Electronic Parts and Equipment Merchant Wholesalers,
EDJPMQN1HSJ1,541618,Other Management Consulting Services,
EDJPMQN1HSJ1,561210,Facilities Support Services,
EDJPMQN1HSJ1,611430,Professional and Management Development Training,
EDJPMQN1HSJ1,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
H4NUSZNWG4K6,236210,Industrial Building Construction,Y
H4NUSZNWG4K6,238350,Finish Carpentry Contractors,
H4NUSZNWG4K6,238990,All Other Specialty Trade Contractors,
H4NUSZNWG4K6,332322,Sheet Metal Work Manufacturing,
H4NUSZNWG4K6,332919,Other Metal Valve and Pipe Fitting Manufacturing,
H4NUSZNWG4K6,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
GKPGD2F1LKL5,332111,Iron and Steel Forging,Y
GKPGD2F1LKL5,332112,Nonferrous Forging,
TJGHTGTTVEA1,236210,Industrial Building Construction,
TJGHTGTTVEA1,238120,Structural Steel and Precast Concrete Contractors,
TJGHTGTTVEA1,332510,Hardware Manufacturing,
TJGHTGTTVEA1,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
TJGHTGTTVEA1,334111,Electronic Computer Manufacturing,Y
TJGHTGTTVEA1,334112,Computer Storage Device Manufacturing,
TJGHTGTTVEA1,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,
TJGHTGTTVEA1,334210,Telephone Apparatus Manufacturing,
TJGHTGTTVEA1,334310,Audio and Video Equipment Manufacturing,
TJGHTGTTVEA1,423420,Office Equipment Merchant Wholesalers,
TJGHTGTTVEA1,517810,All Other Telecommunications,
TJGHTGTTVEA1,541512,Computer Systems Design Services,
TJGHTGTTVEA1,541519,Other Computer Related Services,
RK6GKSXPC8W7,335311,"Power, Distribution, and Specialty Transformer Manufacturing",
RK6GKSXPC8W7,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,Y
T5C6JNLVSC17,332216,Saw Blade and Handtool Manufacturing,Y
T5C6JNLVSC17,332710,Machine Shops,
T5C6JNLVSC17,333991,Power-Driven Handtool Manufacturing,
T5C6JNLVSC17,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
XJWLF38U74P3,332410,Power Boiler and Heat Exchanger Manufacturing,Y
LD7YXEQNEKZ3,333992,Welding and Soldering Equipment Manufacturing,Y
KMDLJAJQ4UM1,333132,Oil and Gas Field Machinery and Equipment Manufacturing,
KMDLJAJQ4UM1,334417,Electronic Connector Manufacturing,Y
KMDLJAJQ4UM1,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
KMDLJAJQ4UM1,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
KMDLJAJQ4UM1,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,
V627Y8NS1JM1,334111,Electronic Computer Manufacturing,
V627Y8NS1JM1,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Y
V627Y8NS1JM1,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,
QPB2M919LQM5,331523,Nonferrous Metal Die-Casting Foundries,
QPB2M919LQM5,331529,Other Nonferrous Metal Foundries (except Die-Casting),Y
DDQCLD6FEJJ6,213112,Support Activities for Oil and Gas Operations,
DDQCLD6FEJJ6,332510,Hardware Manufacturing,
DDQCLD6FEJJ6,332710,Machine Shops,
DDQCLD6FEJJ6,332721,Precision Turned Product Manufacturing,Y
DDQCLD6FEJJ6,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",
DDQCLD6FEJJ6,332911,Industrial Valve Manufacturing,
DDQCLD6FEJJ6,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
DDQCLD6FEJJ6,333611,Turbine and Turbine Generator Set Units Manufacturing,
YMKJUADMJN79,332911,Industrial Valve Manufacturing,Y
YMKJUADMJN79,333995,Fluid Power Cylinder and Actuator Manufacturing,
C1NAJQ34VWM5,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",Y
TAB4FBLR5UM1,237130,Power and Communication Line and Related Structures Construction,
TAB4FBLR5UM1,238210,Electrical Contractors and Other Wiring Installation Contractors,
