eswbs_code,one_digit_group,group_name,nomenclature,remarks
86461,8,Integration/Engineering,INTEGRATED AVAILABILITY MANAGEMENT CENTER (FORMERLY 98034),
86470,8,Integration/Engineering,"SUPPLIES, CONSUMABLE SHIP'S FORCE",
86471,8,Integration/Engineering,"SUPPLIES, CONSUMABLE SHIP'S FORCE (FORMERLY 85331)",
86480,8,Integration/Engineering,MISCELLANEOUS,
86481,8,Integration/Engineering,"GAUGES AND THERMOMETERS, CALIBRATION OF (FORMERLY 98021)",
86482,8,Integration/Engineering,VALVE HANDWHEELS (FORMERLY 98041),
86483,8,Integration/Engineering,"TESTING, RELIEF VALVE (FORMERLY 98051)",
86490,8,Integration/Engineering,CARE AND PRESERVATION,
86491,8,Integration/Engineering,CARE AND PRESERVATION (FORMERLY IN 9933),
86500,8,Integration/Engineering,"PRODUCTION SERVICES AND SUPPORT (FORMERLY IN 980,993)",
86510,8,Integration/Engineering,STAGING AND SCAFFOLDING (FORMERLY IN 991),
86511,8,Integration/Engineering,STAGING AND SCAFFOLDING (SHIPYARD WORK),
86512,8,Integration/Engineering,STAGING AND SCAFFOLDING (SHIP'S FORCE WORK),
86520,8,Integration/Engineering,CRANES AND TRANSPORTATION SERVICES (PRORATED),
86521,8,Integration/Engineering,CRANES AND TRANSPORTATION SERVICES (PRORATED),
86530,8,Integration/Engineering,RIGGING SERVICES (PRORATED),
86531,8,Integration/Engineering,RIGGING SERVICES (PRORATED) (FORMERLY IN 993),
86540,8,Integration/Engineering,DEGREASING AND PRESERVATION,
86541,8,Integration/Engineering,DEGREASING AND PRESERVATION,
86550,8,Integration/Engineering,LAGGING,
86551,8,Integration/Engineering,LAGGING - PIPING AND MACHINERY,
86552,8,Integration/Engineering,ASBESTOS LAGGING AND THERMAL INSULATION,
86560,8,Integration/Engineering,MINOR ASSIST WORK (PRORATED),
86561,8,Integration/Engineering,ELECTRICAL MINOR ASSIST WORK (PRORATED),
86562,8,Integration/Engineering,SHIPFITTER MINOR ASSIST WORK (PRORATED),
86563,8,Integration/Engineering,WELDING AND BURNING MINOR ASSIST WORK (PRORATED),
86564,8,Integration/Engineering,SHIPWRIGHT MINOR ASSIST WORK (PRORATED),
86565,8,Integration/Engineering,SHEETMETAL MINOR ASSIST WORK (PRORATED),
86566,8,Integration/Engineering,INSIDE MACHINE SHOP MINOR ASSIST WORK (PRORATED),
86570,8,Integration/Engineering,FIREWATCH SERVICES (PRORATED),
86571,8,Integration/Engineering,FIREWATCH SERVICES (PRORATED),
86580,8,Integration/Engineering,GUARANTEE ENGINEER,
86581,8,Integration/Engineering,GUARANTEE ENGINEER (FORMERLY 98311),
86590,8,Integration/Engineering,OCCUPATIONAL SAFETY AND HEALTH (OSH) (FORMALLY 50815),
86591,8,Integration/Engineering,OCCUPATIONAL SAFETY AND HEALTH (OSH) (FORMALLY 50815),
86600,8,Integration/Engineering,INSPECTION AND QUALITY CONTROL (FORMERLY IN 841 & 986),
86620,8,Integration/Engineering,QUALITY ASSURANCE SERVICES (PRORATED),
86621,8,Integration/Engineering,QUALITY ASSURANCE SERVICES (PRORATED) (FORMERLY IN 98631),
86630,8,Integration/Engineering,LABORATORY SERVICES,
86631,8,Integration/Engineering,LABORATORY SERVICES (FORMERLY IN 98621),
86640,8,Integration/Engineering,NON-DESTRUCTIVE TESTING,
86641,8,Integration/Engineering,NON-DESTRUCTIVE TESTING,
86650,8,Integration/Engineering,WELD SURVEILLANCE (HY-80),
86651,8,Integration/Engineering,WELD SURVEILLANCE (HY-80),
86660,8,Integration/Engineering,AERP COMPONENT TESTING,
86661,8,Integration/Engineering,AERP COMPONENT TESTING,
86700,8,Integration/Engineering,SHIPBOARD TEST PROGRAM (FORMERLY IN 841),
86710,8,Integration/Engineering,ENGINE ROOM STEAM TESTING PROGRAM,
86711,8,Integration/Engineering,ENGINE ROOM STEAM TESTING PROGRAM (FORMERLY IN 99241),
86720,8,Integration/Engineering,INTEGRATED COMBAT SYSTEMS TESTING (FORMERLY 8443),
86721,8,Integration/Engineering,INTEGRATED COMBAT SYSTEMS TESTING,
86730,8,Integration/Engineering,INTEGRATED AVAILABILITY TEST PROGRAM (HP&A),
86731,8,Integration/Engineering,INTEGRATED AVAILABILITY TEST PROGRAM (HP&A) (WAS 84111),
86740,8,Integration/Engineering,POST-REPAIR ACOUSTIC SURVEYS,
86741,8,Integration/Engineering,POST-REPAIR ACOUSTIC SURVEYS,
86750,8,Integration/Engineering,SHIFT TEST DIRECTORS (CSO) (PRORATED),
86751,8,Integration/Engineering,SHIFT TEST DIRECTORS (CSO) (PRORATED),
86760,8,Integration/Engineering,SHIFT TEST DIRECTORS (HP&A) (PRORATED),
86761,8,Integration/Engineering,SHIFT TEST DIRECTORS (HP&A) (PRORATED),
86770,8,Integration/Engineering,STANDARDIZED ASW TEST PROGRAM,
86771,8,Integration/Engineering,STANDARDIZED ASW TEST PROGRAM,
86780,8,Integration/Engineering,INTEGRATED RADIO SYSTEMS TESTING (FORMERLY 4401),
86781,8,Integration/Engineering,INTEGRATED RADIO SYSTEMS TESTING,
86800,8,Integration/Engineering,TRIALS AND CERTIFICATION (FORMERLY 868),
86810,8,Integration/Engineering,PRE-TEST CERTIFICATION OF SHIP SYSTEMS,
86811,8,Integration/Engineering,PRE-TEST CERTIFICATION OF SHIP SYSTEMS,
86820,8,Integration/Engineering,PORSE AND CREW CERTIFICATION,
86821,8,Integration/Engineering,PORSE AND CREW CERTIFICATION,
86830,8,Integration/Engineering,LIGHT-OFF EXAM (LOE) AND CREW CERTIFICATION,
86831,8,Integration/Engineering,PRE-PEB/LOE INSPECTION AND DISCREPANCY CORRECTION,
86832,8,Integration/Engineering,PEB/LOE DISCREPANCY CORRECTION (FORMERLY 98221),
86840,8,Integration/Engineering,DOCK TRIALS AND FAST CRUISE,
86841,8,Integration/Engineering,DOCK TRIALS AND FAST CRUISE (FORMERLY 98231),
86842,8,Integration/Engineering,DOCK TRIALS AND FAST CRUISE DISCREPANCY CORRECTION,
86850,8,Integration/Engineering,SEA TRIALS,
86851,8,Integration/Engineering,SEA TRIALS (FORMERLY IN 843 & 98231),
86852,8,Integration/Engineering,SEA TRIAL DISCREPANCY CORRECTION (FORMERLY 98241),
86860,8,Integration/Engineering,POST-AVAILABILITY INCLINING EXPERIMENT (NAVSEA),
86861,8,Integration/Engineering,POST-AVAILABILITY INCLINING EXPERIMENT (NAVSEA),
86870,8,Integration/Engineering,AVAILABILITY ANALYSIS AND REPORT,
86871,8,Integration/Engineering,AVAILABILITY ANALYSIS AND REPORT,
86900,8,Integration/Engineering,RESERVED FOR FUTURE USE,
8700,8,Integration/Engineering,FACILITIES,
8800,8,Integration/Engineering,MANPOWER AND PERSONNEL,
88000,8,Integration/Engineering,AUTHORIZED REPAIR PLANNING,
88100,8,Integration/Engineering,FUNDS,
88110,8,Integration/Engineering,FUNDS RESERVATION (GROWTH),
88111,8,Integration/Engineering,FUNDS RESERVATION (GROWTH),
88120,8,Integration/Engineering,FUNDS RESERVATION (NEW WORK),
88121,8,Integration/Engineering,FUNDS RESERVATION (NEW WORK),
8900,8,Integration/Engineering,TRAINING AND TRAINING SUPPORT(FORMERLY TRAINING EQUIPMENT),
89000,8,Integration/Engineering,SPECIAL PURPOSE ITEMS,
89100,8,Integration/Engineering,SAFETY,
89200,8,Integration/Engineering,HUMAN FACTORS,
89300,8,Integration/Engineering,STANDARDIZATION,
89400,8,Integration/Engineering,VALUE ENGINEERING,
89500,8,Integration/Engineering,RELIABILITY AND MAINTAINABILITY,
89600,8,Integration/Engineering,DATA MANAGEMENT,
89700,8,Integration/Engineering,PROJECT MANAGEMENT,
9000,9,Ship Assembly & Support Services,QUALITY ASSURANCE (FORMERLY QUALITY ASSURANCE REQT),
90000,9,Ship Assembly & Support Services,SHIP ASSEMBLY AND SUPPORT SERVICES,
90100,9,Ship Assembly & Support Services,901 THRU 979 RESERVED FOR IDENT. OF ASSEMBLIES,
9100,9,Ship Assembly & Support Services,SHIP INSPECTIONS,
9200,9,Ship Assembly & Support Services,SHIP TESTS,
9300,9,Ship Assembly & Support Services,COMBAT SYSTEMS CHECKOUT,
9400,9,Ship Assembly & Support Services,REGULAR SHIP TRIALS,
9500,9,Ship Assembly & Support Services,WHOLE SHIP TESTING,
9600,9,Ship Assembly & Support Services,MASS PROPERTIES CONTROL,
9700,9,Ship Assembly & Support Services,INCLINING EXPERIMENT AND TRIM DIVE,
9800,9,Ship Assembly & Support Services,MODELS AND MOCKUPS,
98000,9,Ship Assembly & Support Services,CONTRACTUAL AND PRODUCTION SUPPORT SERVICE,
98010,9,Ship Assembly & Support Services,ASSIST SHIP'S FORCE,
98011,9,Ship Assembly & Support Services,ASSIST SHIP'S FORCE (DELETED - SEE 86411),
98020,9,Ship Assembly & Support Services,"GAUGES AND THERMOMETERS, CALIBRATION OF",
98021,9,Ship Assembly & Support Services,"GAUGES AND THERMOMETERS, CALIBRATION OF",
98030,9,Ship Assembly & Support Services,"PRODUCTION SUPPORT, INTEGRATED OVERHAUL MANAGEMENT CENTER",
98031,9,Ship Assembly & Support Services,"PRODUCTION SUPPORT, INTEGRATED OVERHAUL MANAGEMENT CENTER",
98040,9,Ship Assembly & Support Services,VALVE HANDWHEELS,
98041,9,Ship Assembly & Support Services,VALVE HANDWHEELS (DELETED - SEE 86482),
98050,9,Ship Assembly & Support Services,"TESTING, RELIEF VALVES",
98051,9,Ship Assembly & Support Services,"TESTING, RELIEF VALVES (DELETED - SEE 86483)",
98100,9,Ship Assembly & Support Services,INSURANCE,
98200,9,Ship Assembly & Support Services,TRIALS (DELETED - SEE 868),
98210,9,Ship Assembly & Support Services,"DISCREPANCY CORRECTIONS AND INSPECTION, PRE PEB/LOE",
98211,9,Ship Assembly & Support Services,"DISCREPANCY CORRECTIONS AND INSPECTION, PRE PEB/LOE",
98220,9,Ship Assembly & Support Services,"DISCREPANCY CORRECTIONS, PEB/LOE",
98221,9,Ship Assembly & Support Services,"DISCREPANCY CORRECTIONS, PEB/LOE (DELETED - SEE 86832)",
98230,9,Ship Assembly & Support Services,DOCK AND SEA TRIALS,
98231,9,Ship Assembly & Support Services,DOCK AND SEA TRIALS,
98240,9,Ship Assembly & Support Services,"DISCREPANCY CORRECTIONS, DOCK AND SEA TRIAL",
98241,9,Ship Assembly & Support Services,"DISCREPANCY CORRECTIONS, DOCK AND SEA TRIALS",
98250,9,Ship Assembly & Support Services,HULL VIBRATION SURVEY,
98251,9,Ship Assembly & Support Services,HULL VIBRATION SURVEY (DELETED - SEE 86243),
98300,9,Ship Assembly & Support Services,DELIVERY,
98310,9,Ship Assembly & Support Services,GUARANTEE ENGINEER,
98311,9,Ship Assembly & Support Services,GUARANTEE ENGINEER (DELETED - SEE 86581),
98400,9,Ship Assembly & Support Services,OPEN AND INSPECT (CONVERSIONS ONLY) (DELETED - SEE 8605),
98500,9,Ship Assembly & Support Services,FIRE AND FLOODING PROTECTION (DELETED - SEE 865),
98600,9,Ship Assembly & Support Services,TESTS AND INSPECTION (DELETED - SEE 866),
98610,9,Ship Assembly & Support Services,PRE-OVERHAUL TESTS AND INSPECTION (POT&I),
98611,9,Ship Assembly & Support Services,PRE-OVERHAUL TESTS AND INSPECTION (POT&I),
98620,9,Ship Assembly & Support Services,OIL AND WATER SAMPLE ANALYSIS,
98621,9,Ship Assembly & Support Services,OIL AND WATER SAMPLE ANALYSIS (DELETED - SEE 86631),
98630,9,Ship Assembly & Support Services,QUALITY ASSURANCE SERVICES,
98631,9,Ship Assembly & Support Services,QUALITY ASSURANCE SERVICES (DELETED - SEE 86621),
98700,9,Ship Assembly & Support Services,WEIGHING AND RECORDING (DELETED - SEE 8632),
98800,9,Ship Assembly & Support Services,CONTRACT DATA REQUIREMENTS (ADMINISTRATION),
98900,9,Ship Assembly & Support Services,FITTING-OUT,
9900,9,Ship Assembly & Support Services,PHOTOGRAPHS,
99000,9,Ship Assembly & Support Services,CONSTRUCTION SUPPORT,
99100,9,Ship Assembly & Support Services,"STAGING, SCAFFOLDING, AND CRIBBING",
99110,9,Ship Assembly & Support Services,STAGING FOR ROUTINE WORK,
99111,9,Ship Assembly & Support Services,STAGING FOR SHIPYARD WORK,
99112,9,Ship Assembly & Support Services,STAGING FOR SHIP'S FORCE WORK,
99200,9,Ship Assembly & Support Services,TEMPORARY UTILITIES AND SERVICES (DELETED - SEE 8635),
99210,9,Ship Assembly & Support Services,TEMPORARY UTILITIES AND SERVICES (PRORATABLE),
99211,9,Ship Assembly & Support Services,TEMPORARY UTILITIES AND SERVICES (PRORATABLE),
99220,9,Ship Assembly & Support Services,TEMPORARY UTILITIES AND SERVICES (NONPRORATABLE),
99221,9,Ship Assembly & Support Services,TEMPORARY UTILITIES AND SERVICES (NONPRORATABLE),
99230,9,Ship Assembly & Support Services,"BILGE CLEANING AND GAS FREEING, MACHINERY SPACES",
99231,9,Ship Assembly & Support Services,"BILGE CLEANING AND GAS FREEING, MACHINERY SPACES",
99240,9,Ship Assembly & Support Services,TEMPORARY STEAM BARGE SERVICES,
99241,9,Ship Assembly & Support Services,TEMPORARY STEAM BARGE SERVICES (DELETED - 86711),
99300,9,Ship Assembly & Support Services,MATERIAL HANDLING AND REMOVAL (DELETED - SEE 865),
99310,9,Ship Assembly & Support Services,"SERVICES, CRANE AND RIGGING SY SUPPORT",
99311,9,Ship Assembly & Support Services,"SERVICES, CRANE AND RIGGING SY SUPPORT",
99320,9,Ship Assembly & Support Services,"SERVICES, CRANE AND RIGGING SF SUPPORT",
99321,9,Ship Assembly & Support Services,"SERVICES, CRANE AND RIGGING SF SUPPORT",
99330,9,Ship Assembly & Support Services,CARE AND PRESERVATION,
99331,9,Ship Assembly & Support Services,CARE AND PRESERVATION (DELETED - SEE 86491),
99400,9,Ship Assembly & Support Services,CLEANING SERVICES (DELETED - SEE 8644),
99410,9,Ship Assembly & Support Services,PREVENTIVE MAINTENANCE,
99411,9,Ship Assembly & Support Services,PREVENTIVE MAINTENANCE (DELETED - SEE 8644),
99500,9,Ship Assembly & Support Services,"MOLDS AND TEMPLATES, JIGS, FIXTURES, AND SPEC. TOOLS",
99600,9,Ship Assembly & Support Services,LAUNCHING,
99700,9,Ship Assembly & Support Services,DRYDOCKING (DELETED - SEE 8634),
99710,9,Ship Assembly & Support Services,DOCK AND UNDOCK SHIP,
99711,9,Ship Assembly & Support Services,DOCK AND UNDOCK SHIP (DELETED - SEE 86341),
